artist,track,date,danceability,energy,mood,track_id,mxm_track_id
Eminem,Mockingbird,3/19/2005,0.7,0.63,0.44,TRDDJSC128E078910F,4768681
Jennifer Lopez,Get Right,2/26/2005,0.68,0.66,0.64,TRNFWYS128F427F441,3238387
Gwen Stefani,Cool,9/3/2005,0.7,0.53,0.86,TRSMUBZ128F9335659,2963266
Natalie,Goin' Crazy,4/2/2005,0.63,0.14,0.51,TRMDZOJ128F92ED44F,5519164
Ashanti,Only U,1/22/2005,0.71,0.36,0.93,TRMUKHO128F92EF333,3124123
3 Doors Down,Let Me Go,6/11/2005,0.48,0.76,0.45,TREVLRW128E0789A07,3844146
Destiny's Child,Cater 2 U,8/13/2005,0.58,0.56,0.45,TREBSBB12903CB2074,2942732
Jessica Simpson,These Boots Are Made For Walkin',7/23/2005,0.76,0.73,0.71,TRDNPZG128F92EF503,3997555
Ying Yang Twins,Wait (The Whisper Song),6/11/2005,0.79,0.22,0.51,TRLIZQF128F934EEF8,3808913
Mariah Carey,It's Like That,3/12/2005,0.73,0.87,0.86,TRBLNIK128E078889F,3717075
Dave Matthews Band,American Baby,5/21/2005,0.69,0.81,0.87,TRWIGCL128F92EA0F9,3502071
Natasha Bedingfield,These Words,8/20/2005,0.59,0.93,0.78,TRAWFTQ12903CAC1FA,2690134
Foo Fighters,Best Of You,7/2/2005,0.36,0.94,0.4,TRLHGWN128F42AA4B4,3774314
John Mayer,Daughters,1/22/2005,0.67,0.39,0.48,TRCSABN128F4282231,1591814
Ashlee Simpson,Boyfriend,11/5/2005,0.62,0.52,0.91,TRNWTSR12903CD3E88,7492528
Alicia Keys,Karma,4/30/2005,0.72,0.69,0.73,TRBGJDW128F4292EDB,3791921
Howie Day,Collide,6/18/2005,0.54,0.48,0.19,TRBGRXO128F4282115,4852980
Fantasia,Truth Is,3/26/2005,0.84,0.95,0.96,TRIXDOM128F429293F,2999473
Gwen Stefani,Luxurious,12/10/2005,0.8,0.72,0.68,TRKHXZU128E0783E2A,2963268
Destiny's Child,Girl,5/28/2005,0.56,0.74,0.52,TRPRMOD128F92ED4AE,2947087
John Legend,Ordinary People,3/26/2005,0.52,0.16,0.35,TRAUXNG128F933AA28,3592425
Omarion,O,3/19/2005,0.75,0.5,0.63,TRAXIDM128F42AAF9E,3297523
System Of A Down,B.Y.O.B.,6/4/2005,0.54,0.98,0.7,TRDBEXV128F42A4ABC,3657996
Toby Keith,As Good As I Once Was,8/6/2005,0.6,0.55,0.71,TRVYCUL128F42BAA7F,3624153
Brad Paisley,Alcohol,9/3/2005,0.54,0.77,0.59,TRFLKDQ128F42AE3BD,4026258
Rascal Flatts,Bless The Broken Road,2/26/2005,0.44,0.4,0.51,TRYEVCN128F93234BE,2846620
Hilary Duff,Wake Up,9/3/2005,0.63,0.82,0.31,TRYIYUF128F932573D,7966195
Gavin DeGraw,Chariot,7/16/2005,0.35,0.83,0.46,TRBYZSV128F42B023B,4378285
Keyshia Cole,I Should Have Cheated,12/17/2005,0.52,0.44,0.6,TRFWRXM128F146E220,8030019
Brad Paisley,Mud On The Tires,2/5/2005,0.51,0.63,0.66,TRKIZPI128F428D380,1526469
Dierks Bentley,Come A Little Closer,12/3/2005,0.57,0.57,0.35,TRLMZLJ128F4218745,3515352
Nine Inch Nails,The Hand That Feeds,4/9/2005,0.58,0.77,0.44,TRAWCCM128F146E3E6,3628373
Joe Nichols,Tequila Makes Her Clothes Fall Off,11/19/2005,0.66,0.78,0.64,TRLBEMU128F92FCDC5,4275529
Daddy Yankee,Gasolina,1/29/2005,0.86,0.78,0.81,TRKVEXZ128E078D72B,4633178
112,U Already Know,6/18/2005,0.7,0.57,0.91,TRISLQN128F1499E25,3392464
Keith Urban,You're My Better Half,2/5/2005,0.65,0.74,0.59,TRCFRBM128E0789B80,10158663
Alicia Keys,Unbreakable,11/5/2005,0.52,0.38,0.39,TRUCJGZ128F42AF697,6580355
Keith Urban,Making Memories Of Us,6/18/2005,0.64,0.42,0.32,TRLAGJN128F1488E6F,10158666
Cassidy,I'm A Hustla,6/11/2005,0.71,0.54,0.64,TRRTSMX128F92F4A39,3853642
Eminem,Like Toy Soldiers,2/12/2005,0.67,0.77,0.39,TRWDFUY128E0784BD1,3045443
Sugarland,Something More,8/13/2005,0.61,0.85,0.36,TRCKODS128F9328DB8,4661458
Lil Rob,Summer Nights,8/6/2005,0.46,0.61,0.37,TRKCYMI12903CE96EC,3989541
Jet,Look What You've Done,4/2/2005,0.35,0.49,0.32,TROKFHQ12903C980A3,1614966
INXS,Pretty Vegas,10/22/2005,0.49,0.91,0.47,TRUNSUT128F42AD092,4451433
Rascal Flatts,Fast Cars And Freedom,7/16/2005,0.54,0.49,0.88,TRCPSEN128F4293E99,9980698
Sara Evans,A Real Fine Place To Start,9/24/2005,0.58,0.78,0.19,TRFHVTT12903CF7CD9,4206273
Sugarland,Baby Girl,4/2/2005,0.46,0.16,0.69,TRTVVYX128F9328DBA,4661452
Billy Currington,Must Be Doin' Somethin' Right,12/31/2005,0.48,0.64,0.41,TRQTFUV128F426BFC7,4321865
Gretchen Wilson,When I Think About Cheatin',1/29/2005,0.5,0.39,0.29,TRUFKLI12903CFBD1F,2319832
Lyfe Jennings,Must Be Nice,9/24/2005,0.45,0.4,0.47,TRGDNLM12903CE91A8,6292907
Montgomery Gentry,Something To Be Proud Of,10/15/2005,0.6,0.36,0.53,TRAELQO128F42AC767,2251255
Avril Lavigne,Nobody's Home,2/5/2005,0.45,0.61,0.57,TRCJNHM128F92C3172,3613758
Gretchen Wilson,All Jacked Up,10/1/2005,0.38,0.9,0.73,TRKKMEX12903CFBD30,4195502
Shakira,Don't Bother,12/17/2005,0.6,0.69,0.23,TRHEBDB128F92E9FC0,4437797
Kanye West,Diamonds From Sierra Leone,8/6/2005,0.39,0.6,0.31,TRBIEIZ128F148D778,4095701
Keith Urban,Better Life,10/29/2005,0.61,0.44,0.87,TRLLNZK128E0789B89,10158672
Craig Morgan,Redneck Yacht Club,10/15/2005,0.49,0.89,0.7,TRMMDVB12903CE2FF6,7768556
Bowling For Soup,Almost,4/16/2005,0.58,0.72,0.7,TRNXLMC128F92EA56C,4372199
Dierks Bentley,Lot Of Leavin' Left To Do,6/18/2005,0.57,0.86,0.68,TRJHPZP128E0789C02,3515351
Marques Houston,Naked,10/1/2005,0.75,0.52,0.41,TRJLMAI128F92EBB04,3707962
Faith Evans,Again,5/14/2005,0.58,0.59,0.38,TRNEPJC128E0788D32,4461240
Tony Yayo,So Seductive,8/6/2005,0.54,0.63,0.68,TRNQYWK128E0794C61,5871306
Craig Morgan,That's What I Love About Sunday,3/26/2005,0.54,0.47,0.38,TROQJNR12903CE3073,7768558
Gary Allan,Best I Ever Had,11/12/2005,0.24,0.57,0.17,TRRPHRU128EF3570D0,4221664
Jamie O'Neal,Somebody's Hero,10/15/2005,0.48,0.73,0.63,TRYRHPX128F427C389,3362902
Bobby Valentino,Tell Me,9/10/2005,0.67,0.4,0.52,TRCBARL128F4283054,3691386
Good Charlotte,I Just Wanna Live,2/19/2005,0.8,0.82,0.92,TRKXTQE128F92FBB14,2830058
Montgomery Gentry,Gone,4/30/2005,0.66,0.92,0.62,TRSTYSP128F427F0B1,2251260
Bon Jovi,Have A Nice Day,10/15/2005,0.48,0.89,0.51,TRCLIQV128F428B926,4163486
Snoop Dogg,Let's Get Blown,2/12/2005,0.93,0.57,0.7,TRSLKFP128EF341D1B,2941180
George Strait,You'll Be There,7/16/2005,0.6,0.43,0.18,TRPMBSE128F42870D5,3829540
Toby Keith,Big Blue Note,12/17/2005,0.74,0.71,0.75,TRPVJZG128F4242DF8,3624155
Gretchen Wilson,Homewrecker,5/28/2005,0.49,0.67,0.36,TRFIXPQ128F42824BE,2319833
Lindsay Lohan,Confessions Of A Broken Heart (Daughter To Father),12/24/2005,0.58,0.95,0.76,TRCYOOG128F425C1DC,4447748
Coldplay,Fix You,10/8/2005,0.2,0.35,0.15,TRXTNHR128F9328FF5,5963235
Death Cab For Cutie,Soul Meets Body,12/31/2005,0.65,0.75,0.76,TRISZQG128F92C1DA3,9780101
Fantasia,Baby Mama,4/2/2005,0.64,0.71,0.49,TRRZEKB128F42903B2,2999476
Eminem,Ass Like That,7/2/2005,0.61,0.79,0.69,TRSMXAB128E078F394,3045452
Keith Anderson,Pickin' Wildflowers,7/16/2005,0.56,0.71,0.68,TRLOUGL128F42A3B0B,3701781
Sheryl Crow,Good Is Good,10/15/2005,0.48,0.85,0.26,TRLBHIF128E0796A43,6204740
Kenny Chesney,Keg In The Closet,7/2/2005,0.65,0.9,0.75,TRBUIPK12903CA52AD,1984807
Nelly,N Dey Say,2/12/2005,0.86,0.63,0.75,TRDZLOC128E07849CF,2701795
Andy Griggs,If Heaven,5/14/2005,0.52,0.36,0.25,TRTDNUA128F4289975,2625934
Beck,E-Pro,4/16/2005,0.62,0.66,0.84,TRRISKY128EF3434F1,3394478
50 Cent,Hustler's Ambition,11/26/2005,0.6,0.54,0.56,TRMYCJG128F1456698,7669850
Lee Ann Womack,I May Hate Myself In The Morning,3/26/2005,0.45,0.41,0.32,TROLKTX128F92FAC5B,6738960
Van Zant,Help Somebody,9/3/2005,0.49,0.66,0.47,TRUVKAY128F42644B5,3804083
Chris Cagle,Miss Me Baby,12/17/2005,0.52,0.61,0.35,TRZTNJN128E078A2CF,4234464
Jason Aldean,Hicktown,10/22/2005,0.72,0.73,0.92,TRFFTKR12903CE3144,3969736
Foo Fighters,DOA,12/17/2005,0.46,0.91,0.73,TREYOXS128F42AF3E2,3583690
Audioslave,Doesn't Remind Me,11/5/2005,0.42,0.52,0.22,TRKJIWU128F92EAC9D,3680684
Switchfoot,Stars,10/8/2005,0.52,0.95,0.41,TRXNQPN128F9305221,5071835
Keyshia Cole,I Changed My Mind,1/1/2005,0.52,0.71,0.74,TRKAEFD128F428C723,3692766
Depeche Mode,Precious,11/5/2005,0.56,0.48,0.94,TRBHMTJ128E079911B,9669838
Franz Ferdinand,Do You Want To,10/22/2005,0.55,0.69,0.6,TRAZASM128F932FBEE,4202925
Trisha Yearwood,Georgia Rain,9/24/2005,0.52,0.44,0.14,TRMBZGF128F425556E,3697380
Marcos Hernandez,If You Were Mine,10/22/2005,0.77,0.62,0.86,TRFELTG128F1456CEB,4361454
Daddy Yankee,Like You,7/2/2005,0.81,0.69,0.76,TRFWIPZ128E078A4A7,2613443
Common,Go!,7/23/2005,0.62,0.49,0.52,TRNIVFM128E0789987,5887216
YoungBloodz,Presidential,11/19/2005,0.75,0.44,0.44,TRSJBTI128F42AEE03,4616501
NB Ridaz,Notice Me,7/30/2005,0.69,0.79,0.65,TRQCTSK128F425995E,3181095
Martina McBride,God's Will,3/26/2005,0.38,0.25,0.21,TRAWULX128F4291255,1639803
Ashlee Simpson,La La,2/26/2005,0.53,0.65,0.61,TRDBVNR128F145E072,6973399
Jamie O'Neal,Trying To Find Atlantis,3/26/2005,0.61,0.87,0.79,TRMOZXC128F42635E4,3362900
Queens Of The Stone Age,Little Sister,2/19/2005,0.37,0.87,0.88,TRGDMDM128E0788891,8309546
50 Cent,Piggy Bank,3/26/2005,0.66,0.45,0.91,TRIOIFD128F9353D97,4630824
Juanes,La Camisa Negra,5/28/2005,0.8,0.34,0.88,TREIHZT128F146E229,10152321
Phil Vassar,I'll Take That As A Yes (The Hot Tub Song),5/21/2005,0.66,0.68,0.59,TRNGVHP128F42AF1F9,5129451
Mudvayne,Happy?,4/30/2005,0.54,0.96,0.38,TREBYXE128F425EB7C,3557392
Nine Inch Nails,Only,12/17/2005,0.67,0.87,0.68,TRQLDTJ128F146E3E7,3628377
Three Days Grace,Home,2/19/2005,0.37,0.79,0.55,TRMXLMR128F425B9B1,4124720
Luis Fonsi,Nada Es Para Siempre,8/27/2005,0.56,0.52,0.46,TRNLTBQ128F428B8EE,8567724
Blaine Larsen,How Do You Get That Lonely,3/19/2005,0.59,0.48,0.28,TRFZKQG128F428C020,3658824
R. Kelly,In The Kitchen,3/12/2005,0.47,0.5,0.28,TRXTJGV12903CAC0F8,3884170
50 Cent,Outta Control,9/17/2005,0.76,0.35,0.54,TROWZRD128E0794661,3868684
John Mayer Trio,Who Did You Think I Was,10/1/2005,0.47,0.81,0.84,TRWMWSM128F42ACE15,4680301
T.O.K.,Footprints,9/17/2005,0.7,0.58,0.57,TRTCETV12903D040E2,3923925
Jimmy Eat World,Pain,2/12/2005,0.39,0.96,0.32,TRUTNNQ128E0783715,2632875
Omarion,Touch,7/30/2005,0.81,0.75,0.94,TRCCSPD128F4282347,3297522
Stevie Wonder,So What The Fuss,4/9/2005,0.83,0.66,0.92,TRBMKVF128E0789440,4233901
U2,Sometimes You Can't Make It On Your Own,4/30/2005,0.5,0.2,0.32,TREGSON128F933ADCD,4638880
Britney Spears,Do Somethin',4/16/2005,0.85,0.93,0.96,TRULZJB128F4291EC4,4444282
Beck,Girl,8/20/2005,0.68,0.66,0.86,TRJCRDM128EF34362C,3394480
Daniel Powter,Bad Day,4/8/2006,0.58,0.66,0.51,TRAERWQ128F92C2024,3527364
Justin Timberlake,My Love,11/11/2006,0.77,0.67,0.8,TRDYZPZ128F931D77D,5829123
Fergie,London Bridge,8/19/2006,0.75,0.42,0.65,TRAKJNX128F92CF428,5492719
Rihanna,SOS,5/13/2006,0.63,0.69,0.7,TRANZLM128F92F741E,5011326
Akon,I Wanna Love You,12/2/2006,0.86,0.22,0.37,TRXWBNT128F930204B,5672377
Chamillionaire,Ridin',6/3/2006,0.77,0.81,0.85,TRKFGMY128F42A7BFB,5763450
Ne-Yo,So Sick,3/18/2006,0.5,0.19,0.68,TRDOEEB128F42B4456,4886071
Sean Paul,Temperature,4/1/2006,0.86,0.62,0.82,TRQPUGM12903CA4A77,4162411
James Blunt,You're Beautiful,3/11/2006,0.67,0.54,0.43,TRNXWBQ12903CEB011,7235365
Hinder,Lips Of An Angel,10/14/2006,0.42,0.39,0.21,TRDNQQW128F14A65F9,7321487
Mary J. Blige,Be Without You,2/11/2006,0.71,0.67,0.65,TRUVSTW128F1455762,4543838
Natasha Bedingfield,Unwritten,4/29/2006,0.8,0.69,0.96,TRKFDVM128F425A7A1,5349446
Snow Patrol,Chasing Cars,10/14/2006,0.55,0.53,0.13,TRAEZLQ128F427F954,5318279
Rihanna,Unfaithful,7/22/2006,0.68,0.87,0.61,TRMATXT128F147B2A9,5075176
Christina Aguilera,Ain't No Other Man,7/15/2006,0.42,0.89,0.32,TRCSRYN128F92EB224,5380371
Nick Lachey,What's Left Of Me,5/13/2006,0.42,0.66,0.34,TRBRMAC128F92C1D08,5128370
Gwen Stefani,Wind It Up,12/16/2006,0.95,0.91,0.95,TRBRTTV128F933AF4C,5702382
Chris Brown,Yo (Excuse Me Miss),2/18/2006,0.56,0.48,0.64,TRDOCJS128F42AFC64,9629228
Ne-Yo,Sexy Love,9/23/2006,0.63,0.37,0.45,TRMARDV128F42A80B7,4886078
Jibbs,Chain Hang Low,10/21/2006,0.74,0.75,0.67,TRDMRHR128F148EB9F,5732407
Rascal Flatts,Life Is A Highway,7/1/2006,0.51,0.92,0.72,TRCRIPX128F92F3515,8086144
Ciara,Get Up,9/2/2006,0.68,0.97,0.68,TRDSPTS128F42A0EE2,8595331
Jamie Foxx,Unpredictable,2/11/2006,0.72,0.59,0.77,TRVJUUQ128F42ACA79,6078615
Chris Brown,Say Goodbye,11/11/2006,0.8,0.5,0.41,TRYQEXQ128F92FCA9E,4995758
Cascada,Everytime We Touch,3/11/2006,0.62,0.83,0.68,TRBTWJK128EF366021,9501864
Evanescence,Call Me When You're Sober,9/9/2006,0.45,0.87,0.33,TRCICNG12903CAC448,5439355
Ray J,One Wish,1/28/2006,0.53,0.63,0.59,TRKOFES12903CE17B9,4221358
Beyonce,Ring The Alarm,9/30/2006,0.66,0.96,0.93,TRGQFGC12903D0612A,5480231
Kelly Clarkson,Walk Away,4/22/2006,0.68,0.91,0.84,TRCUDHV128F933082A,4435217
Ashley Parker Angel,Let U Go,5/6/2006,0.32,0.95,0.25,TRMBWOY128F9339C4F,5056713
Jessica Simpson,A Public Affair,8/12/2006,0.71,0.79,0.96,TRBYUKF128F92C1D06,5437483
Chris Brown,Gimme That,6/17/2006,0.5,0.57,0.38,TREBPXH128F92FA8C4,4484107
Avril Lavigne,Keep Holding On,12/23/2006,0.33,0.58,0.12,TRJAHPB128F42BCA86,9374182
Nickelback,Savin' Me,5/20/2006,0.44,0.51,0.43,TRBASRX12903C9FDA8,4195138
Christina Aguilera,Hurt,12/16/2006,0.27,0.36,0.15,TRIZQHV12903CAC977,5380386
Keyshia Cole,Love,4/8/2006,0.68,0.51,0.32,TRRXENN128E078A4A0,3692770
Three 6 Mafia,Poppin' My Collar,4/22/2006,0.81,0.79,0.61,TRMNDLK128F42AF309,4182345
Ashlee Simpson,L.O.V.E.,2/4/2006,0.7,0.82,0.94,TRHNENS128E0799A33,4439252
AFI,Miss Murder,6/24/2006,0.47,0.52,0.75,TRYLDDB128F1474B86,6362973
Gavin DeGraw,We Belong Together,2/4/2006,0.43,0.51,0.21,TRBMYNB128F92EF1F4,7160471
Matisyahu,King Without A Crown,3/25/2006,0.59,0.85,0.71,TRMKFSG128F42AE29E,4941688
Teddy Geiger,For You I Will (Confidence),5/13/2006,0.31,0.75,0.26,TRXAYNO128F42AC7CC,4738576
Blue October,Hate Me,10/7/2006,0.44,0.74,0.26,TRDBXBQ128F4282ECC,8145474
LeToya,Torn,7/8/2006,0.54,0.53,0.64,TRDYUVA128F147E7EE,5345793
Saving Jane,Girl Next Door,5/20/2006,0.62,0.8,0.45,TRSYESN128F9321289,8252231
Shawnna,Gettin' Some,5/27/2006,0.8,0.66,0.65,TRPUGLJ128EF340BFC,5273879
Keith Urban,Once In A Lifetime,11/25/2006,0.65,0.79,0.54,TRDAXDK128F4298E72,5642601
Kenny Chesney,Summertime,6/17/2006,0.2,0.96,0.47,TRPXSNV128F42AC723,4371622
Brad Paisley,She's Everything,11/25/2006,0.58,0.48,0.29,TRGRDUH128F42AE383,4026261
Mario Vazquez,Gallery,11/11/2006,0.46,0.67,0.57,TRDIAFN128F42B31B9,5561520
Keith Urban,Tonight I Wanna Cry,3/18/2006,0.54,0.38,0.14,TRZEMSR128F1488E74,10158670
Josh Turner,Your Man,3/11/2006,0.74,0.54,0.8,TRLHFSD128F4255509,4739151
OK Go,Here It Goes Again,9/23/2006,0.53,0.87,0.85,TRSJKLY128E079849E,4097174
Jack Johnson,Upside Down,2/25/2006,0.79,0.64,0.66,TRUENMN128F1478668,7042946
Cherish,Unappreciated,12/16/2006,0.71,0.51,0.35,TRJUXXZ128F9333EBD,5412616
Dierks Bentley,Settle For A Slowdown,5/27/2006,0.51,0.34,0.35,TRARTPH128E0789C05,3515354
Jason Aldean,Why,5/27/2006,0.59,0.64,0.26,TRTTGTM12903CE314F,3969738
Josh Turner,Would You Go With Me,10/21/2006,0.6,0.82,0.74,TRPYJVG128F4255504,4739148
Brad Paisley,The World,7/29/2006,0.45,0.95,0.87,TRTPPUN128F42AE37D,4026257
Toby Keith,Get Drunk And Be Somebody,4/22/2006,0.43,0.88,0.55,TRXKWPB128F4242DFB,5007625
Phil Vassar,Last Day Of My Life,5/27/2006,0.55,0.56,0.18,TRKIVIK128F42AF1E9,5129441
Kenny Chesney,Living In Fast Forward,3/18/2006,0.68,0.9,0.9,TRDSLCD12903D01F7F,4371619
Avant,4 minutes,5/20/2006,0.82,0.57,0.65,TRRLFIN128EF34360F,5091442
Toby Keith,A Little Too Late,8/12/2006,0.63,0.46,0.76,TRQSGEL128F4242DFC,5007626
Angels And Airwaves,The Adventure,6/17/2006,0.54,0.86,0.19,TRFXMAK128F146EF5B,5134762
Bo Bice,The Real Thing,5/27/2006,0.49,0.87,0.5,TRFDYBB128F42ADE41,4545743
Nine Inch Nails,Every Day Is Exactly The Same,4/22/2006,0.59,0.67,0.66,TRKNKYE128F428E746,3628375
Rick Ross,Push It,11/18/2006,0.65,0.76,0.78,TRSQFTM12903D08185,5392555
Natasha Bedingfield,Single,7/8/2006,0.75,0.76,0.8,TRHGYNK128F92D50C0,3951395
Petey Pablo,Show Me The Money,9/2/2006,0.85,0.74,0.84,TRJEAVP128F42B83F0,8103774
Ashley Parker Angel,Soundtrack To Your Life,6/10/2006,0.41,0.8,0.61,TRUIFHX128F9339C86,5056715
Sugarland,Just Might (Make Me Believe),2/25/2006,0.48,0.5,0.32,TRBSBBC128F9328DBF,4661456
Kirk Franklin,Looking For You,4/15/2006,0.81,0.71,0.78,TRZQDXN128F425EBB9,4327176
Gary Allan,Life Ain't Always Beautiful,8/5/2006,0.44,0.5,0.26,TREMDLA128F4286AF4,4221669
Miranda Lambert,Kerosene,2/25/2006,0.62,0.91,0.77,TRZBKZY128F42957F2,3411467
John Legend,Save Room,11/11/2006,0.69,0.57,0.36,TREYQXR128F4260C75,8079856
Lionel Richie,I Call It Love,10/21/2006,0.71,0.87,0.86,TRBLTFG128F148325C,5574158
Montgomery Gentry,She Don't Tell Me To,4/1/2006,0.46,0.7,0.39,TRNUKPK128F42AC766,4359467
Corinne Bailey Rae,Put Your Records On,10/7/2006,0.73,0.5,0.56,TRBUCED128F149F6B5,9342746
30 Seconds To Mars,The Kill (Bury Me),9/23/2006,0.4,0.41,0.22,TREJUPW128F934B948,8099162
James Blunt,Goodbye My Lover,3/25/2006,0.39,0.29,0.14,TRWIKBF128F92DD506,7235367
Plain White T's,Hate (I Really Don't Like You),11/25/2006,0.51,0.56,0.6,TRTNIBM128F42AC946,6274120
Seether,Remedy,1/14/2006,0.47,0.89,0.86,TRNJOBE12903CCC6CC,3703583
Anthony Hamilton,Can't Let Go,4/15/2006,0.66,0.49,0.4,TRQYHTE128F42AE000,4528005
Joe Nichols,Size Matters (Someday),6/24/2006,0.55,0.74,0.66,TREUDYW128F92FCDC1,4275527
Sarah McLachlan,River,12/30/2006,0.49,0.23,0.17,TRYXEQE128F42B2FFD,5585010
Heather Headley,In My Mind,4/8/2006,0.62,0.45,0.23,TRBTUOU128F42B01C3,4773141
Trace Adkins,Swing,8/5/2006,0.56,0.57,0.69,TREVNSE128F4237478,5421354
Lonestar,Mountains,12/16/2006,0.46,0.69,0.38,TRYTWKM128F42BB520,6375967
Lupe Fiasco,Kick Push,6/24/2006,0.65,0.84,0.49,TRQGKUD128F9305F42,5202750
Omarion,Entourage,9/2/2006,0.82,0.5,0.88,TRMAJWD128F42BA91A,5766943
Korn,Coming Undone,7/8/2006,0.69,0.64,0.56,TRRNQNR128F42583D4,9071494
Audioslave,Original Fire,8/5/2006,0.63,0.95,0.7,TRWVVBD128F92EAC99,13478784
Chris Cornell,You Know My Name,12/9/2006,0.36,0.85,0.39,TRBVQYK128F4272647,6349066
Dem Franchize Boyz,Ridin' Rims,6/17/2006,0.76,0.26,0.62,TRJPLSS128F146DDFF,4808064
Alan Jackson,Like Red On A Rose,10/14/2006,0.6,0.31,0.15,TRTWWNB128F42BA65A,5535848
Fall Out Boy,The Carpal Tunnel Of Love,12/30/2006,0.46,0.94,0.54,TRAGNBQ128F149CB93,5887662
Lloyd Banks,Hands Up,9/16/2006,0.79,0.87,0.62,TRTXCFW128F1485FCF,8082529
RBD,Ser O Parecer,12/16/2006,0.75,0.32,0.84,TRJXEJM128F148E0F2,5832813
Eric Church,How 'Bout You,8/5/2006,0.54,0.87,0.78,TRXRPYM128F147B0C8,9660297
Godsmack,Speak,4/15/2006,0.41,0.64,0.57,TRCWLAW128F422B9D4,8505926
Nick Lachey,I Can't Hate You Anymore,9/23/2006,0.44,0.68,0.19,TRYLZPJ128F425AD81,5128371
Gorillaz,Dare,1/14/2006,0.72,0.58,0.75,TRZZJEL128E0789040,6655538
Yeah Yeah Yeahs,Gold Lion,4/15/2006,0.51,0.85,0.3,TRJRDNP128F14708B0,4863025
John Mellencamp,Our Country,11/11/2006,0.57,0.36,0.71,TRUXVAY128F421CFBC,5802354
Hannah Montana,This Is The Life,11/11/2006,0.58,0.82,0.52,TROJZKY12903CA4490,7118236
Remy Ma,Conceited (There's Something About Remy),4/8/2006,0.7,0.56,0.57,TRFHGXW128F1479BF7,4823899
Craig Morgan,I Got You,6/17/2006,0.58,0.68,0.55,TRRCINS12903CE2FE0,7768564
Ice Cube,Why We Thugs,6/24/2006,0.87,0.56,0.62,TRKTEPH128F14805BB,5197324
Kenny Rogers,I Can't Unlove You,7/8/2006,0.56,0.43,0.36,TRYJRAX128F425E33D,5011744
Don Omar,Angelito,7/22/2006,0.63,0.65,0.32,TRKSCWW128F92CDE53,7031421
10 Years,Wasteland,4/1/2006,0.39,0.8,0.34,TRCEIOT128EF343596,4198542
Ruben Studdard,Change Me,11/18/2006,0.72,0.63,0.53,TRCGQJE128F42AF429,5577074
India.Arie,I Am Not My Hair,6/3/2006,0.5,0.64,0.48,TRDCEJL128F1475162,6980033
Hannah Montana,Just Like You,11/11/2006,0.63,0.84,0.62,TRJHZZG12903CA448A,7118231
Toby Love,Tengo Un Amor,11/18/2006,0.77,0.61,0.91,TRKRUGS128F92EAA7A,6039828
Alicia Keys,No One,12/1/2007,0.48,0.24,0.15,TRKIZQR128F42289E1,7781316
Sean Kingston,Beautiful Girls,8/11/2007,0.74,0.66,0.71,TRBNKEI128F422EC4B,6365217
Plain White T's,Hey There Delilah,7/28/2007,0.6,0.04,0.4,TRBNYBX128F422EC61,6553144
Akon,Don't Matter,4/7/2007,0.74,0.55,0.68,TRAPTOE128F4272000,7243768
Fergie,Big Girls Don't Cry,9/8/2007,0.69,0.37,0.42,TREGGUU128F425EFB7,7299309
Avril Lavigne,Girlfriend,5/5/2007,0.55,0.96,0.63,TRDSPTB12903CAB8A5,6381597
Kanye West,Stronger,9/29/2007,0.61,0.56,0.41,TRHNCIR128F42334A5,6445221
Ne-Yo,Because Of You,5/19/2007,0.76,0.31,0.83,TRFDWNR128EF365F79,7075090
Britney Spears,Gimme More,10/13/2007,0.8,0.8,0.59,TRFKJVY128F425E833,6762790
Daughtry,It's Not Over,2/10/2007,0.4,0.66,0.36,TRANEIV128F92E3AA6,5673084
Dixie Chicks,Not Ready To Make Nice,3/3/2007,0.37,0.53,0.21,TRPSFMW128F42AE12A,5246018
Colbie Caillat,Bubbly,10/27/2007,0.49,0.31,0.57,TRDCXRU128F92C77E5,8425815
Fergie,Clumsy,12/22/2007,0.82,0.55,0.46,TRBRBHN128F429DDEF,7789798
Daughtry,Home,6/2/2007,0.43,0.79,0.34,TRPYZTR128F425F0B0,5673086
Jim Jones,We Fly High,2/3/2007,0.67,0.58,0.49,TRDOORA128F424A011,6491125
J. Holiday,Bed,10/6/2007,0.69,0.6,0.76,TRHOKWF128F4241136,7295364
Justin Timberlake,Summer Love,6/9/2007,0.32,0.53,0.47,TRZDVAJ128F92EAAC0,6443551
Nickelback,Rockstar,9/22/2007,0.62,0.9,0.71,TRTPPYR128F92DA60E,4241546
Rihanna,Hate That I Love You,12/22/2007,0.54,0.76,0.62,TREHWMA128F92D07F6,7300320
Jordin Sparks,Tattoo,12/29/2007,0.69,0.89,0.59,TRIUTBP128F92FD923,8638494
Kelly Clarkson,Never Again,5/12/2007,0.53,0.88,0.56,TRALMBM128F92EAA15,6788653
Feist,1234,10/13/2007,0.7,0.48,0.63,TRPELLJ128F9321962,6207797
Amy Winehouse,Rehab,6/30/2007,0.55,0.46,0.77,TRDUEYE128F4263173,6314319
Lloyd,You,2/17/2007,0.6,0.76,0.67,TRDZTXV128F14A65EE,5555579
Unk,Walk It Out,2/17/2007,0.74,0.7,0.41,TRPJFRW128EF3676B9,5792792
Fall Out Boy,Thnks Fr Th Mmrs,7/7/2007,0.57,0.81,0.71,TRCWQGZ128F93217B8,5887659
