artist,track,date,danceability,energy,mood,track_id,mxm_track_id
Lou Christie,Outside The Gates Of Heaven,4/16/1966,0.33,0.69,0.72,TRJCUYC128EF34FDBE,4151579
Jim Reeves,Distant Drums,5/14/1966,0.42,0.18,0.27,TRLRTND128F428A022,9445714
Hedgehoppers Anonymous,It's Good News Week,1/29/1966,0.5,0.69,0.96,TRHKQAU128F935A138,7443856
Mel Carter,You You You,8/20/1966,0.72,0.17,0.61,TRBOTKZ128F1473839,4493987
Mel Carter,Love Is All We Need,3/5/1966,0.51,0.45,0.56,TRNLCWP128F1473836,4493984
Love,My Little Red Book,6/25/1966,0.67,0.88,0.3,TRMYRZM128F4284B82,8565181
Eddy Arnold,Somebody Like Me,11/12/1966,0.49,0.12,0.66,TRVCCYN128F42895BD,7741956
Neil Diamond,Solitary Man,7/2/1966,0.54,0.57,0.78,TRAXKQB128F426F078,1392792
Kim Weston,Helpless,4/9/1966,0.66,0.61,0.74,TRAHFSY128F4263D41,2522488
Eddie Holman,This Can't Be True,3/12/1966,0.25,0.39,0.43,TRUQOVY12903CC66C1,5677821
Leroy Pullins,I'm A Nut,7/23/1966,0.84,0.67,0.91,TRLNRCE128F1484D10,1700062
Ben Colder,Almost Persuaded No. 2,10/29/1966,0.6,0.42,0.39,TRNITVD128F935AD5E,3587716
Roger Miller,My Uncle Used To Love Me But She Died,10/1/1966,0.59,0.75,0.54,TRFRVEJ128F92FDEE3,8666251
Otis Redding,My Lover's Prayer,7/2/1966,0.69,0.23,0.52,TRUUKTP128EF34C1F7,933845
James Carr,You've Got My Mind Messed Up,5/7/1966,0.6,0.58,0.82,TRBYEWK128F9303A4F,7340451
Bob Lind,Remember The Rain,5/7/1966,0.56,0.62,0.71,TRRDHGI128F14594C7,2539431
Bob Lind,Truly Julie's Blues (I'll Be There),6/4/1966,0.56,0.56,0.7,TROLOFW128F14594BD,2539421
Frankie Valli,The Proud One,12/3/1966,0.59,0.63,0.57,TREGHEW12903CE3F25,3151641
Roy Orbison,Too Soon To Know,8/20/1966,0.32,0.22,0.25,TRHFDJN128F92E3DAD,8934595
Vic Dana,A Million And One,8/20/1966,0.19,0.3,0.46,TRTNKAK12903CBEEB2,2505308
Tammi Terrell,I Can't Believe You Love Me,1/29/1966,0.36,0.37,0.76,TRATYFO128F9310F60,7089441
Ray Charles,I Don't Need No Doctor,12/17/1966,0.66,0.73,0.86,TRGTOXG12903CEB905,3023701
Spencer Davis Group,Keep On Running,3/12/1966,0.42,0.81,0.89,TRSPYQL128F933D844,7909668
Mel Carter,Take Good Care Of Her,10/29/1966,0.37,0.27,0.35,TRGICDJ128F1473837,4493985
J.J. Barnes,Real Humdinger,4/30/1966,0.6,0.74,0.91,TRMCRHR128F9309CFC,9389600
Tammi Terrell,Come On And See Me,6/18/1966,0.59,0.78,0.88,TRAKXPF128F931F75D,7089443
Walter Jackson,A Corner In The Sun,11/26/1966,0.41,0.45,0.49,TRWHQSX128F42706E2,3344313
Nancy Wilson,Uptight (Everything's Alright),8/6/1966,0.64,0.8,0.8,TRYEZPO128F4269D8D,8100212
Edwin Starr,Headline News,5/28/1966,0.65,0.59,0.63,TRCIFTR128F4266154,7594088
Jeannie Seely,Don't Touch Me,6/18/1966,0.33,0.13,0.12,TRVQLOA128F92F0931,8555056
James Carr,Pouring Water On A Drowning Man,11/12/1966,0.65,0.59,0.67,TRLGOJD128F9339DBC,3182586
Dee Dee Warwick,I'm Gonna Make You Love Me,12/10/1966,0.44,0.57,0.65,TRLZGPB128E07969F2,7254868
Billy Joe Royal,Campfire Girls,9/10/1966,0.67,0.53,0.55,TRUATCB12903CB7281,8364959
Willie Mitchell,Bad Eye,5/7/1966,0.52,0.82,0.9,TRJATNH128F92D1268,12592520
James Brown,Lost Someone,2/12/1966,0.42,0.33,0.52,TRIBPUR128F148C59B,1391613
Cilla Black,Alfie,9/10/1966,0.31,0.4,0.15,TRNMPUY12903C984EA,2151658
Mable John,Your Good Thing (Is About To End),8/13/1966,0.61,0.34,0.3,TRBLUCV128F93122DA,6361137
Mitty Collier,Sharing You,3/26/1966,0.4,0.3,0.65,TRGEZHN128F92F19CA,11321361
Jonathan King,Where The Sun Has Never Shone,1/22/1966,0.27,0.49,0.48,TRAJOFJ128F9335A7E,5301733
Shorty Long,Function At The Junction,9/24/1966,0.76,0.61,0.91,TRASIAG128F931B2DF,7911800
Barbara Mason,I Need Love,6/18/1966,0.29,0.6,0.46,TRNLAQC12903CBBBAB,7462859
Bonnie Guitar,I'm Living In Two Worlds,4/9/1966,0.51,0.26,0.34,TRQPNMM12903CAB647,5057657
James Carr,Love Attack,7/30/1966,0.59,0.53,0.48,TRVEPLE128F9339DBF,3182587
Fontella Bass,Safe And Sound,8/27/1966,0.71,0.53,0.95,TRUHAPI128F147513D,9833449
Strawberry Alarm Clock,Incense And Peppermints,11/25/1967,0.51,0.85,0.38,TRARDNR128F42264DF,6476421
Stevie Wonder,I Was Made To Love Her,7/29/1967,0.48,0.59,0.84,TRAMYBO128C7196673,7095290
Aaron Neville,Tell It Like It Is,1/28/1967,0.48,0.59,0.63,TRFZHFI128F42259BD,7858016
Bobby Vee,Come Back When You Grow Up,9/9/1967,0.68,0.18,0.91,TRDOYEH12903CD35C7,9343120
Scott McKenzie,San Francisco (Be Sure To Wear Flowers In Your Hair),7/1/1967,0.54,0.67,0.33,TRBOABQ12903D0563D,4625157
Tommy James and the Shondells,I Think We're Alone Now,4/22/1967,0.76,0.31,0.75,TRNRHTG128F9358D23,5288978
Dionne Warwick,I Say A Little Prayer,12/9/1967,0.52,0.48,0.67,TRGBVFJ128F429B723,5149551
Procol Harum,A Whiter Shade Of Pale,7/29/1967,0.43,0.38,0.21,TRBXAHV128F9316893,9331092
Jefferson Airplane,Somebody To Love,6/17/1967,0.46,0.8,0.73,TRFRBVM128F4290646,9470837
Bobby Vinton,Please Love Me Forever,11/18/1967,0.44,0.15,0.34,TRBYXHQ128F427F245,3049144
Four Tops,Standing In The Shadows Of Love,1/21/1967,0.65,0.86,0.92,TRBMGCK128E079421D,1969193
Spencer Davis Group,Gimme Some Lovin',2/25/1967,0.49,0.54,0.61,TRGYMVI128F933D840,2719260
Jefferson Airplane,White Rabbit,7/29/1967,0.43,0.15,0.28,TRINUEO12903CE7339,9470836
Ed Ames,My Cup Runneth Over,3/25/1967,0.35,0.36,0.34,TRBTXKO128F4285645,1438792
Cher,You Better Sit Down Kids,12/23/1967,0.6,0.57,0.63,TRAPYJY128F145DDBF,3337084
Joe Tex,Skinny Legs And All,12/30/1967,0.6,0.39,0.81,TRCCWAN128F92D447A,8239970
Van Morrison,Brown Eyed Girl,9/30/1967,0.5,0.58,0.96,TRFHYOH128F9358CEF,2052776
Tommy James and the Shondells,Mirage,6/17/1967,0.68,0.27,0.76,TRMRJFI128F14A4734,5342698
Sandy Posey,I Take It Back,7/29/1967,0.66,0.4,0.71,TROVVFQ12903CC4BC2,1682262
Stevie Wonder,I'm Wondering,11/4/1967,0.65,0.74,0.91,TRFFNRP128F149644E,8132341
Nancy Sinatra,Jackson,7/29/1967,0.6,0.85,0.94,TRZLPAZ128F427D4A0,4816994
Lesley Gore,California Nights,3/18/1967,0.31,0.24,0.27,TREGDSP128F92D5BCF,1902165
Jimmy Ruffin,I've Passed This Way Before,1/28/1967,0.57,0.65,0.79,TRADOLB12903CBCA11,8471623
Tommy James and the Shondells,Gettin' Together,9/30/1967,0.69,0.61,0.95,TRBBDXO128F14A4737,10199524
Neil Diamond,You Got To Me,3/4/1967,0.5,0.88,0.76,TRWJRMZ128F4262A22,1392791
Four Tops,You Keep Running Away,10/14/1967,0.48,0.71,0.79,TREYFUS128C71966C3,7966724
Engelbert Humperdinck,There Goes My Everything,7/29/1967,0.4,0.5,0.35,TRLIPFK128F429D89C,2673356
Nancy Sinatra,Lady Bird,11/18/1967,0.4,0.66,0.65,TRIQECP128F424DA45,4816996
Bettye Swann,Make Me Yours,7/22/1967,0.79,0.31,0.9,TRBDILT128F42467E5,2766756
Neil Diamond,Kentucky Woman,11/18/1967,0.46,0.87,0.59,TRVBYHM128F42B3726,778324
Dusty Springfield,The Look Of Love,11/4/1967,0.8,0.18,0.24,TRKNFML128F426FA4D,5150430
P.J. Proby,Niki Hoeky,3/25/1967,0.62,0.77,0.67,TREJJNB12903CDE0DC,5641744
Otis Redding,Try A Little Tenderness,1/28/1967,0.35,0.67,0.29,TRCRXNM128F930B737,2109772
Engelbert Humperdinck,The Last Waltz,11/4/1967,0.19,0.32,0.54,TRNHMHR128F427064A,7147284
Glen Campbell,By The Time I Get To Phoenix,12/16/1967,0.39,0.62,0.43,TRBXLFL128F933DA4F,7336798
Jimmy Ruffin,Gonna Give Her All The Love I've Got,4/22/1967,0.46,0.41,0.43,TRAHEYG128F1464032,8471624
Sandy Posey,What A Woman In Love Won't Do,4/8/1967,0.73,0.24,0.83,TREBNCU128F92E8C7E,1682261
King Curtis,Memphis Soul Stew,10/14/1967,0.59,0.74,0.71,TRIMHOP12903CF766C,8231527
Marvin Gaye,Your Unchanging Love,8/5/1967,0.68,0.57,0.69,TRAMKFS128F4277993,2921523
Procol Harum,Homburg,11/18/1967,0.5,0.29,0.53,TRPNBZI128F93005E8,6526221
Herman's Hermits,No Milk Today,4/8/1967,0.58,0.61,0.96,TRQOZWP128F145AD6C,8446149
Joe Tex,Show Me,4/15/1967,0.62,0.79,0.79,TRYCBOZ128F42A23B3,8239960
Crispian St. Peters,You Were On My Mind,7/22/1967,0.74,0.3,0.58,TRAWKTA128F9311F14,3358263
Bobby Vee,Beautiful People,12/16/1967,0.61,0.52,0.84,TRWVUOT12903CD35CE,9343121
Roger Miller,Walkin' In The Sunshine,5/6/1967,0.68,0.55,0.84,TRXIQQK128F1455ECC,10060817
Elvis Presley,Big Boss Man,11/4/1967,0.42,0.7,0.56,TRBTAPX128F4289926,4473967
Jack Jones,Lady,3/25/1967,0.38,0.43,0.37,TRFBSFJ128F92DE665,1983457
Brenda Holloway,You've Made Me So Very Happy,11/4/1967,0.51,0.42,0.77,TRFKULJ128F92CBD6B,11276055
Percy Sledge,Love Me Tender,7/22/1967,0.46,0.39,0.33,TRBHRFG128F429EE6D,6707672
Harpers Bizarre,Anything Goes,9/23/1967,0.49,0.38,0.59,TRGYXWF12903CA560E,6874621
Tommy James and the Shondells,Out Of The Blue,11/25/1967,0.54,0.39,0.59,TRAHFPA128F14A473A,5288982
Joe Tex,Papa Was Too,1/28/1967,0.54,0.4,0.62,TRVRFZF128F42A23B0,8758434
Lou Rawls,Show Business,7/22/1967,0.63,0.69,0.82,TRGUINT128F146843B,8861842
Gene Chandler,I Fooled You This Time,1/7/1967,0.52,0.33,0.36,TRPTAIC128F1482063,1437062
Ronnie Dove,One More Mountain To Climb,3/18/1967,0.34,0.16,0.46,TRWUJBD12903CAA813,2928697
Otis Redding,Shake,6/17/1967,0.58,0.67,0.85,TRRFZQZ12903CD2B36,2109766
Ronnie Dove,My Babe,5/20/1967,0.57,0.48,0.96,TRIAGRQ12903CAA80A,8922633
Ruby Andrews,Casanova (You're Playing Days Are Over),9/23/1967,0.41,0.61,0.72,TRGZKYP128F935F596,2572399
Bobbie Gentry,Okolona River Bottom Band,12/9/1967,0.56,0.4,0.83,TRYXVJO128F14A3A77,5938071
Ronnie Dove,I Want To Love You For What You Are,9/2/1967,0.45,0.5,0.63,TRDPOYW12903CAA817,2928699
Aretha Franklin,Take A Look,10/14/1967,0.31,0.17,0.19,TRKOTZP128F426F057,741990
Percy Sledge,Out Of Left Field,5/13/1967,0.34,0.28,0.17,TRJMCMN12903CAB016,8079792
Jefferson Airplane,Watch Her Ride,12/23/1967,0.45,0.54,0.55,TRMKZNE128F425C29D,4374170
Erma Franklin,Piece Of My Heart,12/16/1967,0.58,0.33,0.58,TRLUZCP128F9307760,2612759
Lee Dorsey,Go-Go Girl,11/25/1967,0.55,0.64,0.88,TRMQFAI128F92EAEA0,7717389
Gene Pitney,Just One Smile,1/28/1967,0.28,0.36,0.31,TRUZLSY12903CD8866,9436029
Jimi Hendrix,Purple Haze,10/14/1967,0.21,0.74,0.52,TRBILTL128F422619D,2219418
Jack Greene,There Goes My Everything,2/25/1967,0.3,0.22,0.27,TRBNEWZ128F9338CD8,9177456
Lesley Gore,Summer And Sandy,7/8/1967,0.37,0.68,0.44,TRPGCFA128F92D5BD0,5192122
Eddy Arnold,Turn The World Around,9/30/1967,0.37,0.29,0.27,TRFAELB128F42895BF,7741917
Bettye Swann,Fall In Love With Me,10/14/1967,0.75,0.38,0.96,TRMIXMS128F93202A7,2766745
Jimmy Ruffin,Don't You Miss Me A Little Bit Baby,8/12/1967,0.67,0.77,0.8,TRCVWUO128F1477A19,8471626
Laura Lee,Dirty Man,10/28/1967,0.69,0.4,0.66,TRUXGHF128E0791D12,7440541
Brenda Holloway,Just Look What You've Done,5/13/1967,0.61,0.66,0.92,TRGIRLD128F92CBD6C,9833665
Sagittarius,My World Fell Down,7/22/1967,0.43,0.58,0.19,TRRQFME12903CDB1DE,5030661
Billy Stewart,Every Day I Have The Blues,2/25/1967,0.69,0.68,0.96,TRSIJEH128F92D4271,5377435
David Houston,You Mean The World To Me,11/11/1967,0.58,0.37,0.43,TRFDTPG128F92E9D84,1256013
Four Tops,I'll Turn To Stone,8/12/1967,0.58,0.69,0.82,TRAUUGS128F147F22C,1969191
James Carr,The Dark End Of The Street,4/1/1967,0.53,0.32,0.35,TRJHNQE128F9339DCE,5352772
Eddie Floyd,Raise Your Hand,3/4/1967,0.65,0.56,0.61,TRCDFAV128EF34A5C5,3175388
Betty Harris,Nearer To You,7/29/1967,0.33,0.23,0.5,TREDNJX12903CAA7A8,1077396
Patti Drew,Tell Him,10/14/1967,0.55,0.54,0.82,TRRLNPS128EF355B68,7844019
Carla Thomas,I'll Always Have Faith In You,7/8/1967,0.48,0.16,0.35,TRQOVGV128F4230797,7765714
Pretty Purdie,Funky Donkey,10/7/1967,0.41,0.92,0.58,TRRQHIQ12903CA87B3,8275797
Moby Grape,Omaha,7/15/1967,0.25,0.94,0.54,TRBTKTF128F92DC3CF,5029087
David Houston,My Elusive Dreams,7/29/1967,0.62,0.36,0.56,TRQRBQZ128F92F08A0,9431318
Walter Jackson,Speak Her Name,4/22/1967,0.43,0.4,0.72,TREFPOC128F4270583,3344309
Tony Bennett,For Once In My Life,11/11/1967,0.21,0.15,0.09,TRHJUWP128F92EA8A6,7745254
Brian Hyland,Get The Message,8/12/1967,0.54,0.62,0.75,TROSDVC128F92D3829,3725988
Aaron Neville,She Took You For A Ride,4/8/1967,0.34,0.37,0.46,TREKFQB128F4295B3C,8076805
Eddie Floyd,On A Saturday Night,12/2/1967,0.62,0.89,0.94,TREFAQR12903C925A5,3175384
Elvis Presley,That's Someone You Never Forget,5/27/1967,0.35,0.03,0.15,TRJUNOM128F42847B5,2700762
Lou Donaldson,Alligator Bogaloo,11/25/1967,0.72,0.39,0.52,TRLTVDS128F9306136,8345724
Trini Lopez,Gonna Get Along Without Ya' Now,2/25/1967,0.76,0.58,0.92,TRCWXZR128F935AE47,5306922
Boots Randolph,The Shadow Of Your Smile,1/7/1967,0.49,0.51,0.39,TRIWNAM128F426D987,2407832
Aretha Franklin,Mockingbird,12/23/1967,0.69,0.36,0.82,TRDJZNJ128F4271EC4,1367897
Gene Chandler,To Be A Lover,7/1/1967,0.53,0.5,0.64,TRSUFHL128E0791D0D,1437059
Brian Hyland,Holiday For Clowns,6/10/1967,0.62,0.44,0.46,TRRJWXN128F92D3827,3725987
Traffic,Paper Sun,9/2/1967,0.5,0.87,0.52,TRAPECP128E078F91C,10194795
William Bell,Everybody Loves A Winner,4/15/1967,0.39,0.31,0.43,TRIZKUL128F429FD1F,3272315
Willie Mitchell,Slippin' And Slidin',7/29/1967,0.79,0.54,0.97,TRIVMCK128F92D1524,2256122
James Carr,I'm A Fool For You,10/7/1967,0.58,0.54,0.8,TRHTIOI128F9303A1D,5938017
Sonny James,I'll Never Find Another You,8/5/1967,0.46,0.27,0.55,TRAVHIA128F1494B0C,12902185
Lee Dorsey,My Old Car,5/13/1967,0.61,0.52,0.93,TRODNFF128F92EAEA3,5606802
Eddie Floyd,Love Is A Doggone Good Thing,8/26/1967,0.73,0.49,0.7,TRNNWAZ128F428AD01,4080324
Ed Ames,When The Snow Is On The Roses,10/7/1967,0.26,0.37,0.22,TRMPCVV128F428564C,1438767
Marvin Gaye,I Heard It Through The Grapevine,12/14/1968,0.58,0.77,0.54,TRNRFTT12903CC051D,7228921
Bobby Goldsboro,Honey,4/13/1968,0.48,0.16,0.44,TRAEDQF128F4260069,4703787
Otis Redding,(Sittin' On) The Dock Of The Bay,3/16/1968,0.73,0.26,0.57,TRINXJC128F148AD14,2109779
Herb Alpert,This Guy's In Love With You,6/22/1968,0.63,0.29,0.17,TRVFUNQ128F92CF00D,9698450
Hugh Masekela,Grazing In The Grass,7/20/1968,0.5,0.42,0.14,TRDVUUV128F4272B2E,2544057
Jeannie C. Riley,Harper Valley P.T.A.,9/21/1968,0.77,0.58,0.93,TRDJUIQ128F92F12BE,4085561
Mary Hopkin,Those Were The Days,11/2/1968,0.31,0.06,0.62,TRNNZSK128F92E39B2,3008278
Steppenwolf,Born To Be Wild,8/24/1968,0.41,0.84,0.43,TRAWOYD128F4215DDD,4842038
Stevie Wonder,For Once In My Life,12/28/1968,0.53,0.51,0.78,TRKBZBG128EF34999E,7095239
Aretha Franklin,Chain Of Fools,1/20/1968,0.71,0.46,0.84,TRBJDFP128F14B1602,3292908
Mason Williams,Classical Gas,8/3/1968,0.4,0.81,0.77,TROSCBU128F92C9F00,9138770
Steppenwolf,Magic Carpet Ride,11/30/1968,0.66,0.57,0.72,TRDVEFE128F1456B64,4842039
Ohio Express,Yummy Yummy Yummy,6/15/1968,0.21,0.9,0.58,TRBDWXS12903CB5076,1867871
Johnny Nash,Hold Me Tight,11/9/1968,0.77,0.35,0.76,TRYCWWJ128F42B1B39,2447169
Donovan,Hurdy Gurdy Man,8/3/1968,0.53,0.18,0.6,TRYEHWL128F932A527,3956325
Cream,White Room,11/9/1968,0.57,0.7,0.39,TRLAWLZ128E07890D4,8308359
James Brown,I Got The Feelin',4/27/1968,0.43,0.93,0.45,TRWQDXB128F1463DD6,5567799
Clarence Carter,Slip Away,10/5/1968,0.51,0.61,0.77,TRIFWQI12903C9F86F,5260796
Shorty Long,Here Comes The Judge,7/6/1968,0.65,0.86,0.57,TRTPMPQ128F9310F6E,7911798
Bobby Vinton,I Love How You Love Me,12/14/1968,0.18,0.33,0.21,TRAPYRX128F427F248,8700105
Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,5/25/1968,0.65,0.62,0.86,TRQAKWW128F1496352,4415327
Percy Sledge,Take Time To Know Her,5/25/1968,0.5,0.31,0.31,TRKIOIP128F933EE75,8079787
Blue Cheer,Summertime Blues,5/4/1968,0.35,0.79,0.72,TRGUNSO128F4260538,6358125
Arthur Conley,Funky Street,5/11/1968,0.72,0.91,0.92,TRTAYKV12903C9A99C,7455983
Ohio Express,Chewy Chewy,11/30/1968,0.75,0.53,0.82,TRRPYBS12903CB5056,1867880
Barbara Acklin,Love Makes A Woman,8/31/1968,0.62,0.63,0.84,TRPCHYW128F933D73F,7729121
Small Faces,Itchycoo Park,1/27/1968,0.61,0.48,0.54,TRBCDHQ128F92F9AE8,9446598
Gene Pitney,She's A Heartbreaker,7/20/1968,0.75,0.66,0.88,TRRWXXF128EF365DA2,9436030
Eddie Floyd,Bring It On Home To Me,12/28/1968,0.71,0.46,0.81,TRFSHIL12903C9D85B,3175381
Engelbert Humperdinck,Am I That Easy To Forget,2/3/1968,0.4,0.4,0.37,TRHCIDK128F429D89F,8736908
Jimi Hendrix,All Along The Watchtower,10/19/1968,0.35,0.68,0.68,TRDWWDB12903CC1818,4330856
Four Tops,If I Were A Carpenter,6/8/1968,0.6,0.57,0.65,TRZXBOU128F147F228,1969189
Don Fardon,(The Lament Of The Cherokee) Indian Reservation,10/5/1968,0.8,0.46,0.5,TRPCUEY128F933D2E6,6530988
Herman's Hermits,I Can Take Or Leave Your Loving,2/10/1968,0.57,0.63,0.83,TRGMAKN128F4267E35,2646379
Willie Mitchell,Soul Serenade,5/11/1968,0.77,0.31,0.66,TRBOJJR12903CF9F48,9021298
Bobby Vinton,Halfway To Paradise,8/24/1968,0.2,0.35,0.43,TRDZBQI128F427F246,3313924
Henson Cargill,Skip A Rope,2/10/1968,0.65,0.61,0.7,TRHMFWC12903CD8191,4760121
Donovan,Jennifer Juniper,4/20/1968,0.54,0.31,0.6,TRYYIWA128EF347D8A,3956323
James Brown,I Can't Stand Myself (When You Touch Me),1/20/1968,0.55,0.84,0.49,TROTVPY128F92D6E80,1912798
Iron Butterfly,In-A-Gadda-Da-Vida,10/26/1968,0.53,0.14,0.39,TRGELDM128F92EF5AA,7206284
Engelbert Humperdinck,Les Bicyclettes De Belsize,11/30/1968,0.36,0.41,0.38,TRDAOKN128F429D89B,7147290
Johnny Cash,Folsom Prison Blues,7/6/1968,0.53,0.79,0.73,TRBXIUC128F92C9199,10048911
Glen Campbell,Dreams Of The Everyday Housewife,8/10/1968,0.35,0.49,0.67,TRKNQHN128F933E6E5,1369154
Bobby Vinton,Take Good Care Of My Baby,4/20/1968,0.43,0.43,0.36,TRZCFVF128F42AEE3D,3313907
Ohio Express,Down At Lulu's,9/21/1968,0.72,0.66,0.66,TRMZFSR12903CB506A,1867872
Stevie Wonder,You Met Your Match,8/17/1968,0.62,0.74,0.91,TRVEDMM128F92E34E8,7095241
James Brown,There Was A Time,2/17/1968,0.63,0.97,0.37,TRAFCPS128F4283774,3296630
Deep Purple,Kentucky Woman,12/7/1968,0.33,0.4,0.36,TRARBJL128F92F1181,1999800
Tommy James and the Shondells,Do Something To Me,11/23/1968,0.5,0.91,0.86,TRSDMDK128F14A4740,5288980
Roger Miller,Little Green Apples,4/6/1968,0.55,0.16,0.32,TRMEHUB128F92FDEE8,10060818
Eddie Floyd,I've Never Found A Girl (To Love Me Like You Do),9/7/1968,0.69,0.53,0.89,TRSOKMH12903C925A8,4080326
Percy Sledge,Cover Me,1/6/1968,0.4,0.76,0.3,TRDUZFD12903CD796A,8079793
Bill Medley,Brown Eyed Woman,10/5/1968,0.46,0.38,0.28,TRQTGIL128F146D609,9354957
Tommy James and the Shondells,Get Out Now,2/17/1968,0.65,0.5,0.55,TRILWLU128F14A473B,1692443
Four Tops,Yesterday's Dreams,8/10/1968,0.53,0.41,0.67,TRWYCJN128C71966C9,7189074
Four Tops,I'm In A Different World,10/26/1968,0.58,0.54,0.52,TRJXOUU128F1474BCF,7189076
Los Bravos,Bring A Little Lovin',6/22/1968,0.54,0.86,0.96,TRDHWFQ128F42A110E,9248760
Tommy James and the Shondells,Somebody Cares,8/17/1968,0.54,0.44,0.8,TRGYAEZ128F14A473F,8232232
Glen Campbell,Hey Little One,2/24/1968,0.59,0.51,0.45,TRKSMTI128F428F0E8,4072405
Flatt and Scruggs,Foggy Mountain Breakdown,4/20/1968,0.36,0.96,0.95,TROXXLD12903CFAB56,2146572
Jackie DeShannon,The Weight,9/28/1968,0.63,0.51,0.61,TRKIWZK128F423BB6F,7789117
Arthur Conley,People Sure Act Funny,7/6/1968,0.64,0.68,0.81,TREXDSG128F931D668,7455988
Neil Diamond,Brooklyn Roads,6/1/1968,0.54,0.63,0.56,TRSOAFU128C71962DF,4117388
Creedence Clearwater Revival,I Put A Spell On You,12/28/1968,0.29,0.89,0.55,TRPSLCW128F9301F83,2465852
Patti Drew,Workin' On A Groovy Thing,9/14/1968,0.34,0.58,0.89,TRYWZHO128EF355B8E,7844027
Jerry Butler,Lost,1/27/1968,0.44,0.66,0.73,TRSRMAB128F4276453,3804331
James Carr,A Man Needs A Woman,2/24/1968,0.52,0.45,0.48,TRRWBBO128F93039E1,5938012
Percy Sledge,Sudden Stop,8/10/1968,0.43,0.22,0.29,TRBSFYN128F92FD9BB,8079789
1910 Fruitgum Company,May I Take A Giant Step (Into Your Heart),6/1/1968,0.59,0.66,0.95,TRMLXNS128F4291FA3,5024361
Tammy Wynette,D-I-V-O-R-C-E,7/20/1968,0.67,0.36,0.6,TRQINCZ128F931401E,7902569
Nancy Sinatra,Good Time Girl,12/21/1968,0.5,0.38,0.67,TROBPMR128F427D442,6448100
Neil Diamond,Two-Bit Manchild,8/3/1968,0.58,0.7,0.9,TRMCJNX128F1456BE6,4117384
Alvin Cash,Keep On Dancing,12/21/1968,0.75,0.62,0.93,TRDSQNS12903CF76A1,5624863
Ronnie Dove,Mountain Of Love,6/29/1968,0.61,0.62,0.68,TRFBZPS128F93599D6,7701232
Mama Cass,California Earthquake,11/23/1968,0.29,0.48,0.58,TRJDOFD128F1456822,1780448
Jimi Hendrix,Foxey Lady,1/13/1968,0.29,0.89,0.39,TREHZQT12903CC8682,4330858
Carla Thomas,Pick Up The Pieces,1/13/1968,0.46,0.87,0.75,TRAYZSS128F92DE23B,7456149
Neil Diamond,Sunday Sun,11/23/1968,0.54,0.47,0.67,TRKAHGT128F1456BEC,4117390
Joe Cocker,With A Little Help From My Friends,12/14/1968,0.2,0.18,0.41,TRZDIRH128E07923FB,9331106
Lou Rawls,Down Here On The Ground,9/21/1968,0.49,0.81,0.52,TRGCSVB128F4265B9A,3693498
Elvis Presley,Let Yourself Go,7/13/1968,0.41,0.75,0.82,TRUCAYY128F42A0B7B,6436494
Herb Alpert And The Tijuana Brass,Cabaret,5/25/1968,0.67,0.19,0.82,TRPSXQP128F92F6117,2399134
Small Faces,Tin Soldier,4/6/1968,0.43,0.57,0.39,TRIQALI128F92EC4D8,7759610
Bobbie Gentry,Mornin' Glory,11/23/1968,0.35,0.24,0.48,TRECXRN128F14A3A7B,5938075
Jerry Jeff Walker,Mr. Bojangles,8/10/1968,0.4,0.23,0.35,TREZPDA128F9302D9A,3328612
Jimmy Ruffin,I'll Say Forever My Love,4/6/1968,0.59,0.51,0.78,TRBIDUG128F422BC8E,8471635
Ed Ames,Apologize,6/15/1968,0.47,0.51,0.44,TRRKUNR128F4285977,1438771
Johnny Adams,Release Me,12/28/1968,0.39,0.26,0.33,TRNGUGP128F4225F3D,8076528
Aretha Franklin,Soulville,3/2/1968,0.55,0.74,0.85,TRDYKZG128F426AEA8,1691266
Long John Baldry,Let The Heartaches Begin,1/20/1968,0.5,0.68,0.57,TRFLEVQ12903CAC3C0,8364539
Gene Pitney,Billy You're My Friend,11/2/1968,0.39,0.46,0.46,TRBLZCC128EF365D9C,4092846
Patti Drew,Hard To Handle,11/23/1968,0.43,0.76,0.95,TRMFPZF128F92F7D51,7937616
Chuck Jackson,(You Can't Let The Boy Overpower) The Man In You,3/9/1968,0.7,0.52,0.83,TRCRROI128F9351DEC,8048878
Bill Medley,I Can't Make It Alone,5/25/1968,0.32,0.39,0.56,TRYSVWA128F146D608,724668
Jimmy McGriff,The Worm,12/14/1968,0.81,0.61,0.76,TREPFDE128F42961FE,5275145
Jefferson Airplane,Greasy Heart,4/20/1968,0.54,0.54,0.62,TRBEOCC128F42AC325,4374173
David Houston,Have A Little Faith,3/9/1968,0.57,0.25,0.68,TRGCTTZ128F9338AC7,9906062
Grapefruit,Dear Delilah,3/2/1968,0.36,0.25,0.3,TRJOBNX12903CF9F3E,5901732
Ronnie Dove,In Some Time,3/23/1968,0.36,0.49,0.5,TRUZKPK12903CD8BFD,7701233
Bobbie Gentry,Louisiana Man,4/20/1968,0.64,0.45,0.96,TRKVCCP128F14A3A82,5938081
Tommy Roe,Dizzy,3/15/1969,0.79,0.36,0.41,TRBXFCW12903CA1590,3631585
Tommy James and the Shondells,Crimson And Clover,2/1/1969,0.4,0.64,0.67,TRXNUMC128F14A4741,7314955
